TimeOpen,Open,High,Low,Close,H2,HLC3,OHLC4,DateTime
1505865600000,3910.04,4046.08,3820.0,3900.0,3933.04,3922.026666666666,3919.03,2017-09-20
1505952000000,3889.99,3910.0,3567.0,3609.99,3738.5,3695.663333333333,3744.245,2017-09-21
1506038400000,3592.84,3750.0,3505.55,3595.87,3627.775,3617.14,3611.065,2017-09-22
1506124800000,3595.88,3817.19,3542.91,3780.0,3680.05,3713.366666666667,3683.995,2017-09-23
1506211200000,3779.54,3789.99,3622.76,3660.02,3706.375,3690.9233333333336,3713.0775,2017-09-24
1506297600000,3660.02,3979.87,3653.69,3920.75,3816.78,3851.4366666666665,3803.5825,2017-09-25
1506384000000,3928.0,3976.99,3850.05,3882.35,3913.52,3903.13,3909.3475,2017-09-26
1506470400000,3882.36,4249.94,3872.81,4193.0,4061.375,4105.25,4049.5275,2017-09-27
1506556800000,4192.11,4300.0,4101.0,4174.5,4200.5,4191.833333333333,4191.9025,2017-09-28
1506643200000,4178.98,4263.86,3952.01,4174.69,4107.935,4130.186666666666,4142.385,2017-09-29
1506729600000,4175.0,4380.0,4138.1,4378.51,4259.05,4298.87,4267.9025,2017-09-30
1506816000000,4378.49,4406.52,4240.04,4378.48,4323.280000000001,4341.68,4350.8825,2017-10-01
1506902400000,4400.0,4561.63,4360.0,4380.0,4460.8150000000005,4433.876666666667,4425.4075,2017-10-02
1506988800000,4380.0,4467.33,4180.8,4310.0,4324.0650000000005,4319.376666666667,4334.5325,2017-10-03
1507075200000,4314.9,4373.0,4142.0,4208.59,4257.5,4241.196666666667,4259.6225,2017-10-04
1507161600000,4208.59,4355.0,4110.0,4292.43,4232.5,4252.4766666666665,4241.505,2017-10-05
1507248000000,4318.99,4417.0,4292.0,4369.0,4354.5,4359.333333333333,4349.2475,2017-10-06
1507334400000,4369.0,4479.5,4312.56,4423.0,4396.030000000001,4405.02,4396.015,2017-10-07
1507420800000,4425.0,4658.0,4425.0,4640.0,4541.5,4574.333333333333,4537.0,2017-10-08
1507507200000,4640.0,4889.98,4550.0,4786.95,4719.99,4742.31,4716.7325,2017-10-09
1507593600000,4786.95,4960.0,4680.59,4783.06,4820.295,4807.883333333334,4802.650000000001,2017-10-10
1507680000000,4783.06,4881.61,4710.0,4821.43,4795.805,4804.346666666667,4799.025,2017-10-11
1507766400000,4821.43,5439.99,4810.16,5430.0,5125.075,5226.716666666666,5125.395,2017-10-12
1507852800000,5439.99,5846.17,5379.84,5649.98,5613.005,5625.329999999999,5578.995,2017-10-13
1507939200000,5650.0,5900.0,5580.01,5869.99,5740.005,5783.333333333333,5750.0,2017-10-14
1508025600000,5855.03,5922.3,5400.01,5709.99,5661.155000000001,5677.433333333334,5721.8325,2017-10-15
1508112000000,5710.0,5788.91,5585.19,5760.02,5687.049999999999,5711.373333333333,5711.03,2017-10-16
1508198400000,5760.0,5774.98,5508.63,5595.0,5641.805,5626.203333333334,5659.6525,2017-10-17
1508284800000,5595.0,5596.0,5037.95,5512.06,5316.975,5382.003333333334,5435.2525000000005,2017-10-18
1508371200000,5513.0,5710.0,5490.26,5683.9,5600.13,5628.053333333333,5599.290000000001,2017-10-19
1508457600000,5683.31,6110.0,5600.0,6010.01,5855.0,5906.670000000001,5850.83,2017-10-20
1508544000000,6013.72,6171.0,5850.03,6024.97,6010.514999999999,6015.333333333333,6014.93,2017-10-21
1508630400000,6003.27,6060.0,5720.03,5950.02,5890.014999999999,5910.016666666666,5933.33,2017-10-22
1508716800000,5975.0,6080.0,5621.03,5915.93,5850.514999999999,5872.32,5897.99,2017-10-23
1508803200000,5909.47,5925.0,5450.0,5477.03,5687.5,5617.343333333333,5690.375,2017-10-24
1508889600000,5506.92,5704.96,5286.98,5689.99,5495.969999999999,5560.643333333333,5547.2125,2017-10-25
1508976000000,5670.1,5939.99,5650.0,5861.77,5794.995,5817.253333333334,5780.465,2017-10-26
1509062400000,5861.77,5980.0,5649.24,5768.83,5814.62,5799.356666666667,5814.960000000001,2017-10-27
1509148800000,5768.79,5850.02,5630.03,5719.64,5740.025,5733.23,5742.12,2017-10-28
1509235200000,5709.98,6189.88,5648.01,6169.98,5918.945,6002.623333333333,5929.462500000001,2017-10-29
1509321600000,6133.01,6248.68,6030.0,6120.5,6139.34,6133.06,6133.047500000001,2017-10-30
1509408000000,6120.52,6498.01,6100.0,6463.0,6299.005,6353.670000000001,6295.3825,2017-10-31
1509494400000,6463.0,6774.67,6338.02,6753.98,6556.345,6622.223333333332,6582.4175000000005,2017-11-01
1509580800000,6753.98,7300.0,6685.1,7019.98,6992.55,7001.693333333334,6939.765,2017-11-02
1509667200000,7010.31,7346.34,6923.0,7115.04,7134.67,7128.126666666667,7098.672500000001,2017-11-03
1509753600000,7115.02,7480.99,6901.0,7357.09,7190.995,7246.360000000001,7213.525000000001,2017-11-04
1509840000000,7357.27,7590.25,7279.02,7345.01,7434.635,7404.759999999999,7392.887500000001,2017-11-05
1509926400000,7345.1,7401.0,6906.0,6960.12,7153.5,7089.04,7153.054999999999,2017-11-06
1510012800000,6981.72,7198.49,6901.0,7064.04,7049.745,7054.509999999999,7036.3125,2017-11-07
1510099200000,7070.0,7770.02,6651.0,7303.0,7210.51,7241.34,7198.505,2017-11-08
1510185600000,7303.01,7392.0,7015.0,7079.99,7203.5,7162.329999999999,7197.5,2017-11-09
1510272000000,7079.0,7279.91,6255.01,6506.98,6767.46,6680.633333333334,6780.224999999999,2017-11-10
1510358400000,6503.0,6797.98,6100.0,6245.05,6448.99,6381.009999999999,6411.5075,2017-11-11
1510444800000,6245.05,6630.0,5325.01,5811.03,5977.505,5922.013333333333,6002.772499999999,2017-11-12
1510531200000,5839.94,6697.47,5699.99,6465.99,6198.73,6287.816666666666,6175.8475,2017-11-13
1510617600000,6465.99,6684.98,6311.07,6574.99,6498.025,6523.68,6509.2575,2017-11-14
1510704000000,6575.99,7298.0,6575.99,7240.06,6936.995,7038.016666666666,6922.51,2017-11-15
1510790400000,7240.14,7940.0,7076.0,7864.5,7508.0,7626.833333333333,7530.16,2017-11-16
1510876800000,7876.98,7989.0,7451.0,7699.19,7720.0,7713.063333333333,7754.0425,2017-11-17
1510963200000,7680.01,7819.99,7422.0,7761.94,7620.995,7667.976666666666,7670.985,2017-11-18
1511049600000,7761.94,8123.15,7650.33,8038.0,7886.74,7937.16,7893.355,2017-11-19
1511136000000,8057.11,8319.99,7954.0,8212.0,8136.995,8161.996666666666,8135.775,2017-11-20
1511222400000,8212.49,8400.0,7801.0,8119.51,8100.5,8106.836666666667,8133.25,2017-11-21
1511308800000,8091.09,8322.68,8091.09,8205.92,8206.885,8206.563333333334,8177.695,2017-11-22
1511395200000,8233.03,8260.0,8000.0,8019.99,8130.0,8093.329999999999,8128.254999999999,2017-11-23
1511481600000,8019.97,8369.0,7850.0,8138.0,8109.5,8119.0,8094.2425,2017-11-24
1511568000000,8138.99,8734.78,8090.0,8700.01,8412.39,8508.263333333334,8415.945,2017-11-25
1511654400000,8700.04,9350.0,8604.72,9128.02,8977.36,9027.58,8945.695,2017-11-26
1511740800000,9128.0,9654.28,9112.04,9650.0,9383.16,9472.106666666668,9386.08,2017-11-27
1511827200000,9650.0,9939.0,9570.5,9896.8,9754.75,9802.1,9764.075,2017-11-28
1511913600000,9896.79,11300.03,8520.0,9687.88,9910.015,9835.97,9851.175,2017-11-29
1512000000000,9687.88,10900.0,8850.8,9838.96,9875.4,9863.253333333332,9819.41,2017-11-30
1512086400000,9837.0,10898.0,9380.0,10782.99,10139.0,10353.663333333332,10224.4975,2017-12-01
1512172800000,10775.04,11190.0,10620.0,10890.01,10905.0,10900.003333333334,10868.7625,2017-12-02
1512259200000,10902.69,11825.0,10500.0,11165.41,11162.5,11163.47,11098.275,2017-12-03
1512345600000,11165.41,11600.0,10802.0,11579.0,11201.0,11327.0,11286.6025,2017-12-04
1512432000000,11571.03,11853.0,11447.68,11699.99,11650.34,11666.89,11642.925,2017-12-05
1512518400000,11699.99,13615.23,11665.58,13550.05,12640.405,12943.62,12632.7125,2017-12-06
1512604800000,13541.01,16649.96,13050.0,16599.0,14849.98,15432.986666666666,14959.9925,2017-12-07
1512691200000,16599.0,17204.99,14015.0,15880.0,15609.995,15699.996666666668,15924.7475,2017-12-08
1512777600000,15880.01,16269.3,12535.0,14656.07,14402.15,14486.79,14835.095,2017-12-09
1512864000000,14664.01,15720.12,12368.0,14899.98,14044.06,14329.366666666669,14413.0275,2017-12-10
1512950400000,14946.26,17470.0,14901.08,16587.97,16185.54,16319.683333333334,15976.3275,2017-12-11
1513036800000,16587.97,16976.45,15875.0,16349.99,16425.725,16400.48,16447.3525,2017-12-12
1513123200000,16349.99,16546.0,14666.56,16033.29,15606.28,15748.616666666669,15898.96,2017-12-13
1513209600000,16030.34,16445.0,15450.0,16334.98,15947.5,16076.659999999998,16065.079999999998,2017-12-14
1513296000000,16334.98,17991.0,16298.45,17539.83,17144.725,17276.426666666666,17041.065,2017-12-15
1513382400000,17516.81,19539.0,17190.01,19102.66,18364.505,18610.556666666667,18337.12,2017-12-16
1513468800000,19120.19,19798.68,18510.0,18860.02,19154.34,19056.233333333334,19072.2225,2017-12-17
1513555200000,18860.04,19300.0,17029.98,18856.25,18164.99,18395.41,18511.5675,2017-12-18
1513641600000,18856.25,18950.0,16300.0,17295.2,17625.0,17515.066666666666,17850.3625,2017-12-19
1513728000000,17295.2,17720.35,14777.66,16488.98,16249.005,16328.996666666666,16570.5475,2017-12-20
1513814400000,16480.52,17309.5,14022.0,15492.64,15665.75,15608.046666666669,15826.165,2017-12-21
1513900800000,15514.03,15699.34,10961.0,13326.61,13330.17,13328.983333333332,13875.245,2017-12-22
1513987200000,13326.61,14950.0,12978.18,13300.0,13964.09,13742.726666666667,13638.6975,2017-12-23
1514073600000,13300.0,13819.99,11640.0,13500.0,12729.995,12986.663333333332,13064.9975,2017-12-24
1514160000000,13500.0,14300.0,12708.0,13699.34,13504.0,13569.113333333333,13551.835,2017-12-25
1514246400000,13699.34,16050.0,13533.0,15689.01,14791.5,15090.67,14742.8375,2017-12-26
1514332800000,15709.98,16498.05,14200.15,15459.99,15349.1,15386.063333333332,15467.0425,2017-12-27
1514419200000,15459.97,15539.99,13150.0,14182.11,14344.995,14290.7,14583.0175,2017-12-28
1514505600000,14199.14,14981.0,13850.0,14378.9,14415.5,14403.3,14352.26,2017-12-29
1514592000000,14378.99,14398.85,11750.0,12440.01,13074.425,12862.953333333331,13241.9625,2017-12-30
1514678400000,12345.1,14050.11,12149.98,13716.36,13100.045,13305.483333333332,13065.3875,2017-12-31
1514764800000,13715.65,13818.55,12750.0,13380.0,13284.275,13316.183333333334,13416.05,2018-01-01
1514851200000,13382.16,15473.49,12890.02,14675.11,14181.755,14346.206666666669,14105.195,2018-01-02
1514937600000,14690.0,15307.56,14150.0,14919.51,14728.78,14792.356666666668,14766.7675,2018-01-03
1515024000000,14919.51,15280.0,13918.04,15059.54,14599.02,14752.526666666668,14794.2725,2018-01-04
1515110400000,15059.56,17176.24,14600.0,16960.39,15888.12,16245.543333333337,15949.0475,2018-01-05
1515196800000,16960.39,17143.13,16011.21,17069.79,16577.17,16741.376666666667,16796.13,2018-01-06
1515283200000,17069.79,17099.96,15610.0,16150.03,16354.98,16286.663333333332,16482.445,2018-01-07
1515369600000,16218.85,16322.3,12812.0,14902.54,14567.15,14678.946666666665,15063.9225,2018-01-08
1515456000000,14902.54,15500.0,14011.05,14400.0,14755.525,14637.016666666668,14703.3975,2018-01-09
1515542400000,14401.0,14955.66,13131.31,14907.09,14043.485,14331.353333333333,14348.765,2018-01-10
1515628800000,14940.0,14968.68,11400.0,13238.78,13184.34,13202.486666666666,13636.865,2018-01-11
1515715200000,13238.76,14109.78,12500.0,13740.01,13304.89,13449.93,13397.1375,2018-01-12
1515801600000,13749.95,14580.0,13706.15,14210.0,14143.075,14165.383333333331,14061.525,2018-01-13
1515888000000,14210.0,14339.5,12569.2,13474.99,13454.35,13461.23,13648.4225,2018-01-14
1515974400000,13477.98,14249.99,13147.79,13539.93,13698.89,13645.903333333334,13603.9225,2018-01-15
1516060800000,13500.0,13542.93,9035.0,10900.0,11288.965,11159.31,11744.4825,2018-01-16
1516147200000,10899.99,11680.99,9037.94,10988.79,10359.465,10569.24,10651.9275,2018-01-17
1516233600000,10972.59,11878.82,10435.33,10961.97,11157.075,11092.04,11062.1775,2018-01-18
1516320000000,10960.0,11795.0,10360.0,11474.98,11077.5,11209.993333333332,11147.495,2018-01-19
1516406400000,11474.98,13099.0,11412.45,12799.94,12255.725,12437.13,12196.5925,2018-01-20
1516492800000,12799.8,12799.8,10965.0,11530.0,11882.4,11764.933333333334,12023.65,2018-01-21
1516579200000,11530.0,11926.35,9900.24,10760.05,10913.295,10862.213333333331,11029.16,2018-01-22
1516665600000,10760.05,11399.0,9905.0,10799.18,10652.0,10701.06,10715.8075,2018-01-23
1516752000000,10799.14,11570.48,10500.0,11349.99,11035.24,11140.156666666668,11054.902499999998,2018-01-24
1516838400000,11349.96,11794.05,10950.21,11175.27,11372.13,11306.51,11317.3725,2018-01-25
1516924800000,11184.7,11643.0,10311.15,11089.0,10977.075,11014.383333333331,11056.9625,2018-01-26
1517011200000,11089.0,11650.0,10842.69,11491.0,11246.345,11327.896666666667,11268.1725,2018-01-27
1517097600000,11499.98,12244.0,11408.0,11879.95,11826.0,11843.983333333332,11757.982499999998,2018-01-28
1517184000000,11879.95,11975.02,11139.55,11251.0,11557.285,11455.19,11561.38,2018-01-29
1517270400000,11250.11,11308.42,9900.0,10237.51,10604.21,10481.976666666667,10674.01,2018-01-30
1517356800000,10230.0,10425.85,9700.0,10285.1,10062.925,10136.983333333332,10160.2375,2018-01-31
1517443200000,10285.1,10335.0,8750.99,9224.52,9542.995,9436.836666666666,9648.9025,2018-02-01
1517529600000,9224.52,9250.0,8010.02,8873.03,8630.01,8711.016666666668,8839.3925,2018-02-02
1517616000000,8873.03,9473.01,8229.0,9199.96,8851.005000000001,8967.323333333334,8943.75,2018-02-03
1517702400000,9199.96,9368.0,7930.0,8184.81,8649.0,8494.27,8670.6925,2018-02-04
1517788800000,8179.99,8382.8,6625.0,6939.99,7503.9,7315.93,7531.945,2018-02-05
1517875200000,6939.63,7878.0,6000.01,7652.14,6939.005,7176.716666666667,7117.445,2018-02-06
1517961600000,7655.02,8476.0,7150.01,7599.0,7813.005,7741.670000000001,7720.0075,2018-02-07
1518048000000,7599.0,7844.0,7572.09,7784.02,7708.045,7733.37,7699.7775,2018-02-08
1518134400000,7789.9,8738.0,7789.9,8683.92,8263.95,8403.94,8250.43,2018-02-09
1518220800000,8683.93,9065.78,8120.0,8533.98,8592.89,8573.253333333332,8600.9225,2018-02-10
1518307200000,8533.99,8549.0,7726.53,8063.88,8137.764999999999,8113.136666666666,8218.349999999999,2018-02-11
1518393600000,8063.82,8989.0,8053.0,8903.0,8521.0,8648.333333333334,8502.205,2018-02-12
1518480000000,8903.0,8950.0,8351.0,8539.9,8650.5,8613.633333333333,8685.975,2018-02-13
1518566400000,8535.17,9489.6,8533.0,9449.99,9011.3,9157.53,9001.94,2018-02-14
1518652800000,9449.98,10219.5,9301.5,10000.09,9760.5,9840.363333333333,9742.7675,2018-02-15
1518739200000,10000.89,10323.37,9666.0,10159.98,9994.685,10049.783333333336,10037.56,2018-02-16
1518825600000,10156.07,11075.07,10050.0,11039.55,10562.535,10721.54,10580.1725,2018-02-17
1518912000000,11039.55,11274.0,10080.0,10383.43,10677.0,10579.143333333332,10694.245,2018-02-18
1518998400000,10375.01,11250.0,10270.33,11153.0,10760.165,10891.11,10762.085,2018-02-19
1519084800000,11147.11,11786.01,11100.59,11200.99,11443.3,11362.53,11308.675,2018-02-20
1519171200000,11195.07,11304.03,10200.0,10437.6,10752.015,10647.21,10784.175,2018-02-21
1519257600000,10439.02,10933.44,9679.0,9811.04,10306.22,10141.160000000002,10215.625,2018-02-22
1519344000000,9815.55,10435.0,9570.19,10131.04,10002.595,10045.410000000002,9987.945,2018-02-23
1519430400000,10131.04,10496.97,9352.0,9694.51,9924.485,9847.826666666668,9918.63,2018-02-24
1519516800000,9694.51,9847.0,9274.8,9590.0,9560.9,9570.6,9601.5775,2018-02-25
1519603200000,9590.0,10444.32,9350.0,10324.0,9897.16,10039.44,9927.08,2018-02-26
1519689600000,10321.0,10870.0,10121.0,10569.04,10495.5,10520.013333333334,10470.26,2018-02-27
1519776000000,10584.33,11098.0,10300.0,10326.76,10699.0,10574.92,10577.2725,2018-02-28
1519862400000,10325.64,11060.41,10240.0,10920.0,10650.205,10740.136666666667,10636.5125,2018-03-01
1519948800000,10923.36,11200.0,10770.0,11039.0,10985.0,11003.0,10983.09,2018-03-02
1520035200000,11038.99,11544.0,11015.01,11464.48,11279.505,11341.163333333336,11265.62,2018-03-03
1520121600000,11464.47,11565.0,11050.02,11515.0,11307.51,11376.673333333334,11398.6225,2018-03-04
1520208000000,11515.0,11710.0,11415.01,11454.0,11562.505,11526.336666666668,11523.5025,2018-03-05
1520294400000,11455.0,11455.0,10555.48,10716.48,11005.24,10908.986666666666,11045.489999999998,2018-03-06
1520380800000,10716.48,10899.0,9389.31,9910.0,10144.155,10066.103333333333,10228.6975,2018-03-07
1520467200000,9910.0,10099.0,9060.0,9271.64,9579.5,9476.88,9585.16,2018-03-08
1520553600000,9267.07,9410.0,8329.0,9227.0,8869.5,8988.666666666666,9058.2675,2018-03-09
1520640000000,9230.0,9490.0,8667.07,8770.22,9078.535,8975.763333333334,9039.3225,2018-03-10
1520726400000,8770.22,9740.0,8450.0,9533.57,9095.0,9241.19,9123.4475,2018-03-11
1520812800000,9533.57,9888.88,8780.0,9131.34,9334.44,9266.74,9333.447499999998,2018-03-12
1520899200000,9131.34,9474.0,8823.0,9150.0,9148.5,9149.0,9144.585,2018-03-13
1520985600000,9151.92,9333.78,7900.28,8170.0,8617.03,8468.02,8638.994999999999,2018-03-14
1521072000000,8184.01,8430.0,7650.0,8240.98,8040.0,8106.993333333333,8126.2475,2018-03-15
1521158400000,8240.98,8611.64,7900.0,8260.0,8255.82,8257.213333333333,8253.154999999999,2018-03-16
1521244800000,8260.0,8348.62,7721.99,7824.8,8035.305,7965.136666666666,8038.8525,2018-03-17
1521331200000,7824.01,8317.4,7322.0,8189.99,7819.7,7943.13,7913.35,2018-03-18
1521417600000,8189.0,8705.23,8088.4,8600.0,8396.814999999999,8464.543333333333,8395.6575,2018-03-19
1521504000000,8595.01,9050.0,8280.0,8909.98,8665.0,8746.66,8708.747500000001,2018-03-20
1521590400000,8909.96,9177.01,8750.6,8885.0,8963.805,8937.536666666667,8930.6425,2018-03-21
1521676800000,8884.82,9100.0,8465.1,8722.9,8782.55,8762.666666666666,8793.205,2018-03-22
1521763200000,8720.0,8909.0,8269.0,8898.03,8589.0,8692.01,8699.0075,2018-03-23
1521849600000,8898.04,8999.95,8491.0,8546.86,8745.475,8679.27,8733.962500000001,2018-03-24
1521936000000,8531.25,8669.85,8365.77,8470.15,8517.810000000001,8501.923333333334,8509.255,2018-03-25
1522022400000,8470.14,8514.89,7831.0,8134.23,8172.945,8160.04,8237.564999999999,2018-03-26
1522108800000,8134.22,8215.94,7730.0,7795.51,7972.97,7913.816666666667,7968.9175,2018-03-27
1522195200000,7795.51,8109.0,7728.0,7949.3,7918.5,7928.766666666666,7895.4525,2018-03-28
1522281600000,7949.3,7975.0,6941.11,7090.14,7458.055,7335.416666666667,7488.8875,2018-03-29
1522368000000,7090.16,7292.43,6600.1,6840.23,6946.265,6910.920000000001,6955.7300000000005,2018-03-30
1522454400000,6840.24,7223.36,6777.0,6923.91,7000.18,6974.756666666667,6941.1275,2018-03-31
1522540800000,6922.0,7049.98,6430.0,6813.01,6739.99,6764.329999999999,6803.7475,2018-04-01
1522627200000,6813.01,7125.0,6765.0,7056.0,6945.0,6982.0,6939.7525000000005,2018-04-02
1522713600000,7063.97,7520.0,7011.01,7405.21,7265.505,7312.073333333334,7250.047500000001,2018-04-03
1522800000000,7405.21,7427.52,6707.0,6796.1,7067.26,6976.873333333334,7083.9575,2018-04-04
1522886400000,6796.1,6902.0,6566.69,6770.76,6734.344999999999,6746.483333333333,6758.887500000001,2018-04-05
1522972800000,6770.0,6850.0,6500.0,6601.39,6675.0,6650.463333333333,6680.3475,2018-04-06
1523059200000,6601.39,7070.0,6586.28,6895.8,6828.139999999999,6850.693333333333,6788.367499999999,2018-04-07
1523145600000,6895.81,7109.13,6880.0,7018.0,6994.5650000000005,7002.376666666667,6975.735000000001,2018-04-08
1523232000000,7011.04,7185.0,6611.0,6782.72,6898.0,6859.573333333334,6897.4400000000005,2018-04-09
1523318400000,6781.55,6890.0,6656.0,6843.9,6773.0,6796.633333333334,6792.862499999999,2018-04-10
1523404800000,6839.56,6990.0,6787.0,6953.79,6888.5,6910.263333333333,6892.587500000001,2018-04-11
1523491200000,6953.78,8012.23,6743.2,7923.0,7377.715,7559.476666666666,7408.0525,2018-04-12
1523577600000,7922.99,8233.39,7732.0,7877.41,7982.695,7947.599999999999,7941.447499999999,2018-04-13
1523664000000,7877.48,8186.0,7810.0,7999.01,7998.0,7998.336666666667,7968.122499999999,2018-04-14
1523750400000,8004.0,8429.54,7999.02,8355.0,8214.28,8261.186666666666,8196.89,2018-04-15
1523836800000,8355.07,8419.0,7867.0,8064.92,8143.0,8116.973333333332,8176.497499999999,2018-04-16
1523923200000,8064.92,8173.7,7825.4,7885.02,7999.549999999999,7961.373333333333,7987.259999999999,2018-04-17
1524009600000,7890.96,8236.43,7868.0,8173.0,8052.215,8092.476666666666,8042.0975,2018-04-18
1524096000000,8173.99,8296.0,8080.0,8278.0,8188.0,8218.0,8206.9975,2018-04-19
1524182400000,8273.84,8930.0,8177.09,8856.98,8553.545,8654.69,8559.4775,2018-04-20
1524268800000,8852.12,9035.0,8565.0,8915.31,8800.0,8838.436666666666,8841.8575,2018-04-21
1524355200000,8915.31,9020.67,8727.68,8787.02,8874.175,8845.123333333333,8862.67,2018-04-22
1524441600000,8785.7,8985.0,8745.0,8934.01,8865.0,8888.003333333334,8862.4275,2018-04-23
1524528000000,8934.0,9731.01,8922.0,9619.99,9326.505,9424.333333333334,9301.75,2018-04-24
1524614400000,9618.96,9759.82,8730.0,8869.99,9244.91,9119.936666666666,9244.6925,2018-04-25
1524700800000,8869.99,9307.48,8651.62,9266.0,8979.55,9075.033333333333,9023.7725,2018-04-26
1524787200000,9267.03,9395.0,8889.0,8915.35,9142.0,9066.45,9116.595,2018-04-27
1524873600000,8915.35,9427.48,8870.0,9348.0,9148.74,9215.16,9140.2075,2018-04-28
1524960000000,9348.0,9570.51,9163.74,9419.0,9367.125,9384.416666666666,9375.3125,2018-04-29
1525046400000,9417.04,9458.64,9124.99,9246.01,9291.815,9276.546666666669,9311.67,2018-04-30
1525132800000,9246.01,9248.99,8800.49,9071.48,9024.74,9040.32,9091.7425,2018-05-01
1525219200000,9071.48,9268.0,8970.2,9247.84,9119.1,9162.013333333334,9139.38,2018-05-02
1525305600000,9247.81,9844.0,9168.4,9750.0,9506.2,9587.466666666667,9502.5525,2018-05-03
1525392000000,9750.0,9830.04,9520.85,9713.99,9675.445,9688.293333333331,9703.72,2018-05-04
1525478400000,9714.0,10020.0,9682.0,9864.0,9851.0,9855.333333333334,9820.0,2018-05-05
1525564800000,9863.99,9970.0,9417.03,9659.01,9693.515,9682.013333333334,9727.5075,2018-05-06
1525651200000,9661.02,9689.67,9181.0,9365.0,9435.335,9411.89,9474.1725,2018-05-07
1525737600000,9365.0,9475.7,9060.54,9187.56,9268.12,9241.266666666668,9272.2,2018-05-08
1525824000000,9178.0,9390.0,8965.0,9310.0,9177.5,9221.666666666666,9210.75,2018-05-09
1525910400000,9310.0,9395.12,8970.0,9002.2,9182.56,9122.44,9169.330000000002,2018-05-10
1525996800000,9002.21,9016.8,8341.0,8400.0,8678.9,8585.933333333332,8690.002499999999,2018-05-11
1526083200000,8405.94,8646.88,8153.0,8465.94,8399.939999999999,8421.94,8417.94,2018-05-12
1526169600000,8475.44,8763.36,8298.0,8679.71,8530.68,8580.356666666667,8554.1275,2018-05-13
1526256000000,8679.71,8879.99,8277.0,8663.34,8578.494999999999,8606.776666666667,8625.009999999998,2018-05-14
