Day,Month,Year,TimeOpen,Open,High,Low,Close,H2,HLC3,OHLC4
22,8,2017,1503439200000,3999.96,4046.11,3944.03,4040.0,3995.07,4010.0466666666666,4007.525
22,8,2017,1503446400000,4040.0,4100.0,4013.89,4100.0,4056.945,4071.2966666666666,4063.4725
22,8,2017,1503453600000,4101.53,4127.99,4049.74,4100.41,4088.865,4092.713333333333,4094.9175
23,8,2017,1503460800000,4084.54,4115.87,4053.18,4053.18,4084.525,4074.0766666666655,4076.6925
23,8,2017,1503468000000,4064.0,4099.99,4035.32,4074.88,4067.655,4070.063333333333,4068.5475
23,8,2017,1503475200000,4081.63,4242.32,4057.0,4203.12,4149.66,4167.48,4146.0175
23,8,2017,1503482400000,4208.11,4237.99,4174.09,4237.99,4206.04,4216.69,4214.545
23,8,2017,1503489600000,4205.98,4265.8,4155.0,4211.0,4210.4,4210.599999999999,4209.445
23,8,2017,1503496800000,4166.89,4226.95,4150.65,4197.05,4188.799999999999,4191.549999999999,4185.385
23,8,2017,1503504000000,4226.94,4259.58,4166.27,4166.27,4212.925,4197.373333333334,4204.765
23,8,2017,1503511200000,4166.27,4191.71,4103.51,4117.07,4147.610000000001,4137.43,4144.639999999999
23,8,2017,1503518400000,4136.48,4178.65,4073.41,4090.0,4126.03,4114.02,4119.635
23,8,2017,1503525600000,4090.0,4169.99,4069.8,4114.01,4119.895,4117.933333333333,4110.950000000001
23,8,2017,1503532800000,4147.0,4195.0,4113.9,4140.91,4154.45,4149.9366666666665,4149.202499999999
23,8,2017,1503540000000,4141.88,4204.55,4085.01,4113.58,4144.780000000001,4134.38,4136.255
24,8,2017,1503547200000,4113.58,4177.64,4090.39,4132.09,4134.015,4133.373333333334,4128.425
24,8,2017,1503554400000,4132.09,4177.18,4131.91,4153.32,4154.545,4154.136666666666,4148.625
24,8,2017,1503561600000,4153.8,4224.0,4150.0,4165.01,4187.0,4179.67,4173.202499999999
24,8,2017,1503568800000,4166.0,4250.94,4165.01,4202.0,4207.975,4205.983333333334,4195.987499999999
24,8,2017,1503576000000,4211.78,4224.64,4136.33,4157.74,4180.485000000001,4172.903333333334,4182.6225
24,8,2017,1503583200000,4173.11,4250.9,4157.74,4222.0,4204.32,4210.213333333333,4200.9375
24,8,2017,1503590400000,4223.06,4250.71,4178.22,4188.18,4214.465,4205.703333333334,4210.0425000000005
24,8,2017,1503597600000,4188.18,4250.77,4179.22,4216.07,4214.995000000001,4215.3533333333335,4208.56
24,8,2017,1503604800000,4216.1,4245.0,4193.17,4207.0,4219.085,4215.056666666666,4215.3175
24,8,2017,1503612000000,4207.0,4371.68,4206.11,4316.01,4288.895,4297.933333333333,4275.200000000001
24,8,2017,1503619200000,4316.01,4370.0,4310.59,4333.01,4340.295,4337.866666666667,4332.4025
24,8,2017,1503626400000,4333.01,4363.71,4295.75,4312.69,4329.73,4324.049999999999,4326.29
25,8,2017,1503633600000,4312.69,4362.0,4281.04,4281.04,4321.52,4308.026666666668,4309.1925
25,8,2017,1503640800000,4294.79,4335.0,4267.5,4329.0,4301.25,4310.5,4306.5725
25,8,2017,1503648000000,4317.81,4354.35,4316.54,4344.56,4335.445,4338.483333333334,4333.3150000000005
25,8,2017,1503655200000,4344.56,4361.28,4298.74,4361.27,4330.01,4340.43,4341.4625
25,8,2017,1503662400000,4361.27,4361.27,4261.13,4312.0,4311.200000000001,4311.466666666667,4323.9175000000005
25,8,2017,1503669600000,4303.82,4422.29,4291.52,4394.36,4356.905000000001,4369.39,4352.9975
25,8,2017,1503676800000,4394.36,4453.91,4372.29,4402.32,4413.1,4409.506666666667,4405.72
25,8,2017,1503684000000,4409.44,4449.44,4284.11,4307.17,4366.775,4346.906666666667,4362.539999999999
25,8,2017,1503691200000,4326.0,4336.13,4247.48,4288.99,4291.805,4290.866666666667,4299.65
25,8,2017,1503698400000,4288.99,4365.0,4280.68,4280.68,4322.84,4308.786666666667,4303.8375
25,8,2017,1503705600000,4280.71,4315.0,4274.33,4284.0,4294.665,4291.11,4288.51
25,8,2017,1503712800000,4284.0,4305.75,4228.99,4297.94,4267.37,4277.56,4279.17
26,8,2017,1503720000000,4297.94,4319.67,4252.44,4295.75,4286.055,4289.286666666667,4291.45
26,8,2017,1503727200000,4307.72,4319.7,4280.81,4319.7,4300.255,4306.736666666667,4306.9825
26,8,2017,1503734400000,4319.7,4319.7,4260.88,4274.84,4290.29,4285.14,4293.78
26,8,2017,1503741600000,4289.12,4317.99,4287.79,4288.72,4302.889999999999,4298.166666666667,4295.905000000001
26,8,2017,1503748800000,4288.72,4306.74,4221.14,4261.89,4263.9400000000005,4263.256666666667,4269.6225
26,8,2017,1503756000000,4258.53,4275.0,4242.04,4275.0,4258.52,4264.013333333333,4262.6425
26,8,2017,1503763200000,4275.0,4275.0,4212.41,4255.19,4243.705,4247.533333333333,4254.4
26,8,2017,1503770400000,4255.19,4351.32,4236.51,4293.52,4293.915,4293.783333333334,4284.135
26,8,2017,1503777600000,4293.52,4345.0,4279.0,4313.98,4312.0,4312.66,4307.875
26,8,2017,1503784800000,4323.06,4367.0,4288.09,4337.44,4327.545,4330.843333333333,4328.8975
26,8,2017,1503792000000,4332.51,4383.03,4315.52,4379.32,4349.275,4359.29,4352.595
26,8,2017,1503799200000,4379.5,4400.0,4314.91,4314.91,4357.455,4343.2733333333335,4352.33
27,8,2017,1503806400000,4329.19,4370.85,4293.42,4320.52,4332.135,4328.263333333333,4328.495000000001
27,8,2017,1503813600000,4314.9,4344.9,4298.75,4313.84,4321.825,4319.163333333333,4318.0975
27,8,2017,1503820800000,4331.29,4352.34,4302.11,4320.81,4327.225,4325.086666666667,4326.637500000001
27,8,2017,1503828000000,4330.0,4344.99,4285.56,4323.37,4315.275,4317.973333333332,4320.98
27,8,2017,1503835200000,4340.0,4340.0,4285.54,4312.69,4312.77,4312.743333333333,4319.5575
27,8,2017,1503842400000,4312.69,4335.0,4295.28,4325.0,4315.139999999999,4318.426666666666,4316.992499999999
27,8,2017,1503849600000,4290.01,4370.92,4290.01,4340.0,4330.465,4333.643333333333,4322.735000000001
27,8,2017,1503856800000,4369.0,4386.78,4327.62,4368.41,4357.2,4360.9366666666665,4362.952499999999
27,8,2017,1503864000000,4336.12,4386.79,4336.09,4370.0,4361.4400000000005,4364.293333333334,4357.25
27,8,2017,1503871200000,4350.0,4371.42,4309.6,4310.01,4340.51,4330.343333333333,4335.2575
27,8,2017,1503878400000,4310.01,4326.99,4265.45,4280.04,4296.219999999999,4290.826666666667,4295.6225
27,8,2017,1503885600000,4280.04,4330.36,4239.36,4239.37,4284.86,4269.696666666667,4272.282499999999
28,8,2017,1503892800000,4239.36,4252.76,4124.54,4169.01,4188.65,4182.1033333333335,4196.4175
28,8,2017,1503900000000,4223.8,4297.11,4199.01,4261.9,4248.06,4252.673333333333,4245.455
28,8,2017,1503907200000,4261.9,4305.0,4226.93,4227.0,4265.965,4252.9766666666665,4255.2075
28,8,2017,1503914400000,4240.0,4365.4,4240.0,4308.0,4302.7,4304.466666666666,4288.35
28,8,2017,1503921600000,4309.0,4347.0,4271.86,4347.0,4309.43,4321.953333333334,4318.715
28,8,2017,1503928800000,4295.32,4320.9,4271.03,4273.59,4295.965,4288.506666666667,4290.21
28,8,2017,1503936000000,4317.2,4370.45,4273.59,4324.67,4322.02,4322.903333333334,4321.4775
28,8,2017,1503943200000,4324.64,4362.99,4307.22,4321.65,4335.105,4330.62,4329.125
28,8,2017,1503950400000,4321.65,4349.98,4290.18,4331.47,4320.08,4323.876666666667,4323.32
28,8,2017,1503957600000,4346.76,4399.82,4331.45,4386.69,4365.635,4372.653333333333,4366.179999999999
28,8,2017,1503964800000,4353.65,4386.69,4331.46,4349.54,4359.075,4355.8966666666665,4355.335
28,8,2017,1503972000000,4349.55,4383.99,4314.35,4376.99,4349.17,4358.443333333334,4356.22
29,8,2017,1503979200000,4363.48,4404.05,4343.49,4356.76,4373.77,4368.1,4366.945
29,8,2017,1503986400000,4356.76,4404.07,4313.55,4329.02,4358.81,4348.88,4350.85
29,8,2017,1503993600000,4328.12,4382.99,4328.12,4367.4,4355.555,4359.503333333333,4351.657499999999
29,8,2017,1504000800000,4367.4,4417.61,4329.57,4368.5,4373.59,4371.893333333333,4370.77
29,8,2017,1504008000000,4368.5,4625.85,4347.59,4580.0,4486.72,4517.8133333333335,4480.485000000001
29,8,2017,1504015200000,4581.61,4599.96,4530.87,4570.0,4565.415,4566.943333333334,4570.61
29,8,2017,1504022400000,4569.65,4584.0,4496.95,4555.55,4540.475,4545.5,4551.537499999999
29,8,2017,1504029600000,4533.47,4555.55,4511.45,4555.55,4533.5,4540.849999999999,4539.005
29,8,2017,1504036800000,4540.0,4624.99,4535.09,4618.93,4580.04,4593.003333333333,4579.7525000000005
29,8,2017,1504044000000,4618.92,4619.6,4564.77,4587.48,4592.185,4590.616666666667,4597.6925
29,8,2017,1504051200000,4564.52,4619.99,4527.45,4597.55,4573.719999999999,4581.663333333333,4577.3775
29,8,2017,1504058400000,4597.54,4618.3,4565.33,4583.61,4591.8150000000005,4589.080000000001,4591.195
30,8,2017,1504065600000,4600.0,4625.0,4558.89,4590.49,4591.945,4591.46,4593.594999999999
30,8,2017,1504072800000,4590.49,4647.51,4550.01,4550.02,4598.76,4582.513333333333,4584.5075
30,8,2017,1504080000000,4550.0,4597.0,4482.0,4482.0,4539.5,4520.333333333333,4527.75
30,8,2017,1504087200000,4502.17,4569.0,4416.01,4498.35,4492.505,4494.453333333334,4496.3825
30,8,2017,1504094400000,4537.0,4592.76,4416.16,4585.31,4504.46,4531.41,4532.8075
30,8,2017,1504101600000,4584.0,4589.67,4516.95,4546.77,4553.31,4551.13,4559.3475
30,8,2017,1504108800000,4555.0,4600.0,4546.74,4600.0,4573.37,4582.246666666667,4575.435
30,8,2017,1504116000000,4590.01,4609.92,4532.8,4536.82,4571.360000000001,4559.846666666667,4567.3875
30,8,2017,1504123200000,4536.82,4571.87,4516.87,4547.26,4544.37,4545.333333333333,4543.205
30,8,2017,1504130400000,4561.69,4579.91,4547.24,4555.14,4563.575,4560.763333333333,4560.995
30,8,2017,1504137600000,4555.14,4605.99,4555.14,4574.8,4580.5650000000005,4578.643333333333,4572.7675
30,8,2017,1504144800000,4574.8,4606.0,4569.6,4593.66,4587.8,4589.753333333333,4586.014999999999
31,8,2017,1504152000000,4596.54,4628.12,4578.17,4598.54,4603.145,4601.610000000001,4600.3425
31,8,2017,1504159200000,4600.0,4613.0,4572.64,4592.16,4592.82,4592.599999999999,4594.45
31,8,2017,1504166400000,4603.58,4615.0,4572.64,4583.02,4593.82,4590.22,4593.56
31,8,2017,1504173600000,4596.52,4678.57,4583.02,4656.67,4630.795,4639.42,4628.695
31,8,2017,1504180800000,4674.97,4685.55,4631.41,4685.55,4658.48,4667.503333333333,4669.37
31,8,2017,1504188000000,4685.55,4685.55,4648.82,4648.82,4667.185,4661.063333333333,4667.185
31,8,2017,1504195200000,4648.82,4685.56,4638.98,4650.55,4662.27,4658.363333333334,4655.9775
31,8,2017,1504202400000,4683.9,4745.42,4650.56,4698.77,4697.99,4698.25,4694.6625
31,8,2017,1504209600000,4688.47,4724.71,4666.84,4724.71,4695.775,4705.419999999999,4701.1825
31,8,2017,1504216800000,4685.03,4724.89,4666.84,4724.89,4695.865,4705.54,4700.4125
31,8,2017,1504224000000,4689.89,4766.99,4689.89,4725.0,4728.4400000000005,4727.293333333334,4717.9425
31,8,2017,1504231200000,4740.99,4767.0,4713.67,4714.73,4740.335,4731.8,4734.0975
1,9,2017,1504238400000,4714.73,4734.99,4654.88,4664.14,4694.935,4684.669999999999,4692.185
1,9,2017,1504245600000,4664.14,4713.8,4656.3,4707.5,4685.05,4692.533333333334,4685.435
1,9,2017,1504252800000,4715.0,4762.99,4708.09,4742.46,4735.54,4737.846666666667,4732.135
1,9,2017,1504260000000,4739.33,4798.46,4725.88,4775.0,4762.17,4766.446666666667,4759.6675000000005
1,9,2017,1504267200000,4775.0,4839.92,4736.35,4777.02,4788.135,4784.43,4782.0725
1,9,2017,1504274400000,4777.02,4804.12,4725.81,4803.83,4764.965,4777.92,4777.695
1,9,2017,1504281600000,4756.46,4803.83,4738.94,4792.97,4771.385,4778.580000000001,4773.05
1,9,2017,1504288800000,4792.97,4815.67,4739.08,4813.24,4777.375,4789.33,4790.24
1,9,2017,1504296000000,4808.79,4859.44,4770.63,4770.63,4815.035,4800.233333333334,4802.3725
1,9,2017,1504303200000,4760.01,4885.55,4760.01,4834.91,4822.780000000001,4826.823333333334,4810.120000000001
1,9,2017,1504310400000,4796.16,4932.38,4784.43,4932.38,4858.405000000001,4883.063333333334,4861.337500000001
1,9,2017,1504317600000,4932.38,4939.19,4764.88,4788.07,4852.035,4830.713333333333,4856.13
2,9,2017,1504324800000,4765.01,4814.49,4473.35,4473.35,4643.92,4587.0633333333335,4631.55
2,9,2017,1504332000000,4493.0,4780.0,4473.35,4697.71,4626.675,4650.3533333333335,4611.015
2,9,2017,1504339200000,4701.02,4709.4,4549.77,4604.02,4629.585,4621.0633333333335,4641.0525
2,9,2017,1504346400000,4604.01,4688.66,4556.71,4630.01,4622.685,4625.126666666666,4619.8475
2,9,2017,1504353600000,4669.75,4675.0,4516.17,4618.39,4595.585,4603.186666666667,4619.8275
2,9,2017,1504360800000,4618.39,4618.39,4354.61,4460.19,4486.5,4477.73,4512.895
2,9,2017,1504368000000,4465.12,4545.76,4377.43,4530.01,4461.595,4484.400000000001,4479.58
2,9,2017,1504375200000,4554.98,4554.98,4428.66,4509.77,4491.82,4497.803333333333,4512.0975
2,9,2017,1504382400000,4509.77,4509.96,4286.87,4299.53,4398.415,4365.453333333334,4401.532499999999
2,9,2017,1504389600000,4398.49,4508.5,4299.47,4472.14,4403.985000000001,4426.703333333334,4419.65
2,9,2017,1504396800000,4508.5,4618.38,4486.19,4560.0,4552.285,4554.856666666667,4543.2675
2,9,2017,1504404000000,4545.0,4618.4,4467.88,4569.54,4543.139999999999,4551.94,4550.205
3,9,2017,1504411200000,4584.78,4714.76,4584.78,4675.12,4649.77,4658.22,4639.86
3,9,2017,1504418400000,4684.9,4714.33,4586.29,4620.87,4650.31,4640.496666666666,4651.5975
3,9,2017,1504425600000,4610.52,4674.86,4502.75,4523.47,4588.805,4567.026666666668,4577.900000000001
3,9,2017,1504432800000,4523.48,4557.19,4456.8,4486.0,4506.995,4499.996666666667,4505.867499999999
3,9,2017,1504440000000,4475.23,4557.25,4298.33,4303.1,4427.79,4386.2266666666665,4408.4775
3,9,2017,1504447200000,4303.31,4469.14,4298.33,4384.15,4383.735000000001,4383.873333333334,4363.7325
3,9,2017,1504454400000,4351.02,4529.44,4345.01,4476.13,4437.225,4450.193333333334,4425.4
3,9,2017,1504461600000,4500.0,4530.0,4425.46,4529.0,4477.73,4494.82,4496.115
3,9,2017,1504468800000,4529.0,4550.0,4445.15,4549.0,4497.575,4514.716666666666,4518.2875
3,9,2017,1504476000000,4549.0,4583.84,4492.73,4509.08,4538.285,4528.55,4533.6625
3,9,2017,1504483200000,4505.0,4527.49,4411.8,4411.81,4469.645,4450.366666666668,4464.025000000001
3,9,2017,1504490400000,4411.97,4448.03,4340.5,4340.51,4394.264999999999,4376.346666666666,4385.2525000000005
4,9,2017,1504497600000,4340.53,4467.0,4340.53,4402.0,4403.764999999999,4403.176666666666,4387.514999999999
4,9,2017,1504504800000,4402.02,4493.15,4052.0,4186.96,4272.575,4244.036666666667,4283.5325
4,9,2017,1504512000000,4102.05,4390.0,4075.0,4336.42,4232.5,4267.14,4225.8675
4,9,2017,1504519200000,4336.86,4437.68,4114.33,4153.0,4276.005,4235.003333333333,4260.467500000001
4,9,2017,1504526400000,4153.0,4311.14,4106.81,4275.19,4208.975,4231.046666666666,4211.535
4,9,2017,1504533600000,4275.19,4275.19,4014.76,4015.03,4144.975,4101.660000000001,4145.0425
4,9,2017,1504540800000,4015.03,4115.05,3972.52,3972.53,4043.785,4020.033333333333,4018.7825
4,9,2017,1504548000000,3972.53,4224.99,3972.51,4203.67,4098.75,4133.723333333333,4093.425
4,9,2017,1504555200000,4187.0,4300.95,4121.02,4258.4,4210.985000000001,4226.79,4216.842500000001
4,9,2017,1504562400000,4258.4,4258.4,4100.11,4100.11,4179.254999999999,4152.873333333333,4179.255
4,9,2017,1504569600000,4106.97,4121.33,3620.0,3620.0,3870.665,3787.11,3867.075
4,9,2017,1504576800000,3659.5,4071.83,3603.0,3988.04,3837.415,3887.623333333333,3830.5925
5,9,2017,1504584000000,3996.24,4070.38,3943.1,3960.01,4006.74,3991.163333333333,3992.4325
5,9,2017,1504591200000,3966.83,4190.4,3960.01,4190.4,4075.205,4113.6033333333335,4076.91
5,9,2017,1504598400000,4190.0,4217.23,4050.0,4120.05,4133.615,4129.093333333333,4144.32
5,9,2017,1504605600000,4120.4,4248.6,4096.07,4246.82,4172.335,4197.163333333333,4177.9725
5,9,2017,1504612800000,4248.64,4297.63,4192.29,4261.04,4244.96,4250.32,4249.900000000001
5,9,2017,1504620000000,4267.23,4298.0,4116.65,4151.0,4207.325,4188.55,4208.219999999999
5,9,2017,1504627200000,4140.0,4337.7,4096.06,4322.47,4216.88,4252.076666666667,4224.057500000001
5,9,2017,1504634400000,4317.67,4459.55,4294.0,4442.48,4376.775,4398.676666666666,4378.425
5,9,2017,1504641600000,4442.09,4445.72,4351.01,4374.43,4398.365,4390.386666666666,4403.3125
5,9,2017,1504648800000,4366.77,4484.99,4352.53,4366.47,4418.76,4401.330000000001,4392.6900000000005
5,9,2017,1504656000000,4366.49,4521.18,4365.73,4502.83,4443.455,4463.246666666667,4439.0575
5,9,2017,1504663200000,4502.83,4522.81,4414.25,4430.02,4468.530000000001,4455.693333333334,4467.4775
6,9,2017,1504670400000,4448.1,4466.09,4335.26,4416.17,4400.675,4405.84,4416.405000000001
6,9,2017,1504677600000,4416.54,4505.96,4335.26,4461.29,4420.610000000001,4434.170000000001,4429.7625
6,9,2017,1504684800000,4476.13,4574.46,4474.2,4492.66,4524.33,4513.7733333333335,4504.3625
6,9,2017,1504692000000,4497.81,4597.79,4469.82,4548.13,4533.805,4538.580000000001,4528.3875
6,9,2017,1504699200000,4544.59,4594.9,4422.28,4502.77,4508.59,4506.650000000001,4516.135
6,9,2017,1504706400000,4490.01,4619.47,4466.2,4619.43,4542.835,4568.366666666667,4548.7775
6,9,2017,1504735200000,4619.43,4662.87,4610.0,4619.77,4636.435,4630.88,4628.0175
6,9,2017,1504742400000,4619.77,4661.93,4451.93,4453.01,4556.93,4522.29,4546.66
6,9,2017,1504749600000,4465.64,4572.47,4438.19,4484.03,4505.33,4498.23,4490.0825
7,9,2017,1504756800000,4489.48,4561.9,4482.0,4519.48,4521.95,4521.126666666666,4513.215
7,9,2017,1504764000000,4519.47,4548.13,4452.0,4510.25,4500.0650000000005,4503.46,4507.4625
7,9,2017,1504771200000,4475.01,4589.99,4458.0,4571.66,4523.995,4539.883333333333,4523.665
7,9,2017,1504778400000,4580.78,4649.92,4557.89,4613.94,4603.905000000001,4607.25,4600.6325
7,9,2017,1504785600000,4616.79,4723.32,4587.65,4710.0,4655.485,4673.656666666667,4659.4400000000005
7,9,2017,1504792800000,4720.32,4759.25,4642.84,4755.0,4701.045,4719.03,4719.3525
7,9,2017,1504800000000,4755.0,4788.59,4672.35,4702.06,4730.47,4721.0,4729.5
7,9,2017,1504807200000,4711.25,4759.99,4680.01,4754.21,4720.0,4731.403333333333,4726.365
7,9,2017,1504814400000,4716.61,4716.61,4586.13,4641.13,4651.37,4647.956666666666,4665.12
7,9,2017,1504821600000,4632.0,4752.12,4609.04,4691.61,4680.58,4684.256666666667,4671.1925
7,9,2017,1504828800000,4691.66,4735.39,4586.13,4601.01,4660.76,4640.843333333333,4653.547500000001
7,9,2017,1504836000000,4634.94,4653.49,4605.02,4605.05,4629.255,4621.186666666667,4624.625
8,9,2017,1504843200000,4633.47,4633.47,4605.02,4622.0,4619.245000000001,4620.163333333334,4623.49
8,9,2017,1504850400000,4608.0,4630.7,4587.08,4619.01,4608.889999999999,4612.263333333333,4611.1975
8,9,2017,1504857600000,4625.36,4699.77,4620.0,4660.72,4659.885,4660.163333333334,4651.462500000001
8,9,2017,1504864800000,4650.54,4660.75,4611.48,4647.53,4636.115,4639.919999999999,4642.575
8,9,2017,1504872000000,4653.92,4690.83,4298.39,4353.05,4494.610000000001,4447.423333333333,4499.0475
8,9,2017,1504879200000,4372.45,4398.6,4028.93,4348.65,4213.765,4258.7266666666665,4287.157499999999
8,9,2017,1504886400000,4330.68,4396.49,4202.35,4238.0,4299.42,4278.946666666667,4291.88
